Video Name,link,teams,game_id,player_name,player_id,player_team,make/miss
1627783_Shot_2,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=55&GameID=0042400301&Season=2024-25&flag=1&title=Siakam%20Free%20Throw%201%20of%202%20%283%20PTS%29,INDNYK,0042400301,Pascal Siakam,1627783,IND,MAKE
1627783_Shot_3,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=60&GameID=0042400301&Season=2024-25&flag=1&title=Siakam%20Free%20Throw%202%20of%202%20%284%20PTS%29,INDNYK,0042400301,Pascal Siakam,1627783,IND,MAKE
1629011_Shot_1,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=65&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20Robinson%20Free%20Throw%201%20of%202,INDNYK,0042400301,Mitchell Robinson,1629011,NYK,MISS
1629011_Shot_2,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=72&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20Robinson%20Free%20Throw%202%20of%202,INDNYK,0042400301,Mitchell Robinson,1629011,NYK,MISS
204456_Shot_1,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=122&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20McConnell%20Free%20Throw%201%20of%202,INDNYK,0042400301,T.J. McConnell,204456,IND,MISS
204456_Shot_2,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=126&GameID=0042400301&Season=2024-25&flag=1&title=McConnell%20Free%20Throw%202%20of%202%20%281%20PTS%29,INDNYK,0042400301,T.J. McConnell,204456,IND,MAKE
1628973_Shot_8,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=133&GameID=0042400301&Season=2024-25&flag=1&title=Brunson%20Free%20Throw%201%20of%202%20%287%20PTS%29,INDNYK,0042400301,Jalen Brunson,1628973,NYK,MAKE
1628973_Shot_9,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=138&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20Brunson%20Free%20Throw%202%20of%202,INDNYK,0042400301,Jalen Brunson,1628973,NYK,MISS
1628404_Shot_3,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=147&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20Hart%20Free%20Throw%201%20of%202,INDNYK,0042400301,Josh Hart,1628404,NYK,MISS
1628404_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=153&GameID=0042400301&Season=2024-25&flag=1&title=Hart%20Free%20Throw%202%20of%202%20%286%20PTS%29,INDNYK,0042400301,Josh Hart,1628404,NYK,MAKE
1631097_Shot_3,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=176&GameID=0042400301&Season=2024-25&flag=1&title=Mathurin%20Free%20Throw%201%20of%201%20%283%20PTS%29,INDNYK,0042400301,Bennedict Mathurin,1631097,IND,MAKE
1631097_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=195&GameID=0042400301&Season=2024-25&flag=1&title=Mathurin%20Free%20Throw%201%20of%202%20%284%20PTS%29,INDNYK,0042400301,Bennedict Mathurin,1631097,IND,MAKE
1631097_Shot_5,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=198&GameID=0042400301&Season=2024-25&flag=1&title=Mathurin%20Free%20Throw%202%20of%202%20%285%20PTS%29,INDNYK,0042400301,Bennedict Mathurin,1631097,IND,MAKE
1626167_Shot_8,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=243&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20Turner%20Free%20Throw%201%20of%202,INDNYK,0042400301,Myles Turner,1626167,IND,MISS
1626167_Shot_9,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=247&GameID=0042400301&Season=2024-25&flag=1&title=Turner%20Free%20Throw%202%20of%202%20%2812%20PTS%29,INDNYK,0042400301,Myles Turner,1626167,IND,MAKE
1630174_Shot_3,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=273&GameID=0042400301&Season=2024-25&flag=1&title=Nesmith%20Free%20Throw%201%20of%202%20%286%20PTS%29,INDNYK,0042400301,Aaron Nesmith,1630174,IND,MAKE
1630174_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=276&GameID=0042400301&Season=2024-25&flag=1&title=Nesmith%20Free%20Throw%202%20of%202%20%287%20PTS%29,INDNYK,0042400301,Aaron Nesmith,1630174,IND,MAKE
1630540_Shot_3,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=282&GameID=0042400301&Season=2024-25&flag=1&title=McBride%20Free%20Throw%201%20of%202%20%284%20PTS%29,INDNYK,0042400301,Miles McBride,1630540,NYK,MAKE
1630540_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=283&GameID=0042400301&Season=2024-25&flag=1&title=McBride%20Free%20Throw%202%20of%202%20%285%20PTS%29,INDNYK,0042400301,Miles McBride,1630540,NYK,MAKE
1629614_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=295&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20Nembhard%20Free%20Throw%201%20of%202,INDNYK,0042400301,Andrew Nembhard,1629614,IND,MISS
1629614_Shot_5,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=301&GameID=0042400301&Season=2024-25&flag=1&title=Nembhard%20Free%20Throw%202%20of%202%20%284%20PTS%29,INDNYK,0042400301,Andrew Nembhard,1629614,IND,MAKE
1628973_Shot_12,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=311&GameID=0042400301&Season=2024-25&flag=1&title=Brunson%20Free%20Throw%201%20of%202%20%2810%20PTS%29,INDNYK,0042400301,Jalen Brunson,1628973,NYK,MAKE
1628973_Shot_13,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=312&GameID=0042400301&Season=2024-25&flag=1&title=Brunson%20Free%20Throw%202%20of%202%20%2811%20PTS%29,INDNYK,0042400301,Jalen Brunson,1628973,NYK,MAKE
1628973_Shot_15,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=322&GameID=0042400301&Season=2024-25&flag=1&title=Brunson%20Free%20Throw%201%20of%201%20%2814%20PTS%29,INDNYK,0042400301,Jalen Brunson,1628973,NYK,MAKE
1626157_Shot_8,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=331&GameID=0042400301&Season=2024-25&flag=1&title=Towns%20Free%20Throw%201%20of%202%20%2814%20PTS%29,INDNYK,0042400301,Karl-Anthony Towns,1626157,NYK,MAKE
1626157_Shot_9,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=336&GameID=0042400301&Season=2024-25&flag=1&title=Towns%20Free%20Throw%202%20of%202%20%2815%20PTS%29,INDNYK,0042400301,Karl-Anthony Towns,1626157,NYK,MAKE
1628973_Shot_16,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=342&GameID=0042400301&Season=2024-25&flag=1&title=Brunson%20Free%20Throw%201%20of%202%20%2815%20PTS%29,INDNYK,0042400301,Jalen Brunson,1628973,NYK,MAKE
1628973_Shot_17,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=345&GameID=0042400301&Season=2024-25&flag=1&title=Brunson%20Free%20Throw%202%20of%202%20%2816%20PTS%29,INDNYK,0042400301,Jalen Brunson,1628973,NYK,MAKE
1628969_Shot_13,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=364&GameID=0042400301&Season=2024-25&flag=1&title=MISS%20Bridges%20Free%20Throw%201%20of%202,INDNYK,0042400301,Mikal Bridges,1628969,NYK,MISS
