Video Name,link,teams,game_id,player_name,player_id,player_team,make/miss
1631096_Shot_1,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=24&GameID=0022301057&Season=2023-24&flag=1&title=Holmgren%20Free%20Throw%201%20of%202%20%281%20PTS%29,HOUOKC,0022301057,Chet Holmgren,1631096,OKC,MAKE
1631096_Shot_2,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=27&GameID=0022301057&Season=2023-24&flag=1&title=Holmgren%20Free%20Throw%202%20of%202%20%282%20PTS%29,HOUOKC,0022301057,Chet Holmgren,1631096,OKC,MAKE
202330_Shot_1,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=68&GameID=0022301057&Season=2023-24&flag=1&title=MISS%20Hayward%20Free%20Throw%201%20of%202,HOUOKC,0022301057,Gordon Hayward,202330,OKC,MISS
202330_Shot_2,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=70&GameID=0022301057&Season=2023-24&flag=1&title=Hayward%20Free%20Throw%202%20of%202%20%281%20PTS%29,HOUOKC,0022301057,Gordon Hayward,202330,OKC,MAKE
1630581_Shot_3,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=88&GameID=0022301057&Season=2023-24&flag=1&title=MISS%20Giddey%20Free%20Throw%201%20of%202,HOUOKC,0022301057,Josh Giddey,1630581,OKC,MISS
1630581_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=90&GameID=0022301057&Season=2023-24&flag=1&title=MISS%20Giddey%20Free%20Throw%202%20of%202,HOUOKC,0022301057,Josh Giddey,1630581,OKC,MISS
202330_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=112&GameID=0022301057&Season=2023-24&flag=1&title=MISS%20Hayward%20Free%20Throw%201%20of%202,HOUOKC,0022301057,Gordon Hayward,202330,OKC,MISS
202330_Shot_5,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=116&GameID=0022301057&Season=2023-24&flag=1&title=Hayward%20Free%20Throw%202%20of%202%20%285%20PTS%29,HOUOKC,0022301057,Gordon Hayward,202330,OKC,MAKE
1630198_Shot_4,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=211&GameID=0022301057&Season=2023-24&flag=1&title=Joe%20Free%20Throw%201%20of%201%20%285%20PTS%29,HOUOKC,0022301057,Isaiah Joe,1630198,OKC,MAKE
1629652_Shot_5,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=251&GameID=0022301057&Season=2023-24&flag=1&title=Dort%20Free%20Throw%201%20of%202%20%283%20PTS%29,HOUOKC,0022301057,Luguentz Dort,1629652,OKC,MAKE
1629652_Shot_6,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=252&GameID=0022301057&Season=2023-24&flag=1&title=Dort%20Free%20Throw%202%20of%202%20%284%20PTS%29,HOUOKC,0022301057,Luguentz Dort,1629652,OKC,MAKE
1629652_Shot_7,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=262&GameID=0022301057&Season=2023-24&flag=1&title=Dort%20Free%20Throw%201%20of%202%20%285%20PTS%29,HOUOKC,0022301057,Luguentz Dort,1629652,OKC,MAKE
1629652_Shot_8,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=263&GameID=0022301057&Season=2023-24&flag=1&title=Dort%20Free%20Throw%202%20of%202%20%286%20PTS%29,HOUOKC,0022301057,Luguentz Dort,1629652,OKC,MAKE
1630581_Shot_8,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=298&GameID=0022301057&Season=2023-24&flag=1&title=Giddey%20Free%20Throw%201%20of%202%20%283%20PTS%29,HOUOKC,0022301057,Josh Giddey,1630581,OKC,MAKE
1630581_Shot_9,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=303&GameID=0022301057&Season=2023-24&flag=1&title=Giddey%20Free%20Throw%202%20of%202%20%284%20PTS%29,HOUOKC,0022301057,Josh Giddey,1630581,OKC,MAKE
1631095_Shot_6,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=306&GameID=0022301057&Season=2023-24&flag=1&title=Smith%20Jr.%20Free%20Throw%201%20of%202%20%283%20PTS%29,HOUOKC,0022301057,Jabari Smith Jr.,1631095,HOU,MAKE
1631095_Shot_7,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=307&GameID=0022301057&Season=2023-24&flag=1&title=Smith%20Jr.%20Free%20Throw%202%20of%202%20%284%20PTS%29,HOUOKC,0022301057,Jabari Smith Jr.,1631095,HOU,MAKE
1631095_Shot_9,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=354&GameID=0022301057&Season=2023-24&flag=1&title=MISS%20Smith%20Jr.%20Free%20Throw%20Flagrant%201%20of%202,HOUOKC,0022301057,Jabari Smith Jr.,1631095,HOU,MISS
1631095_Shot_10,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=356&GameID=0022301057&Season=2023-24&flag=1&title=Smith%20Jr.%20Free%20Throw%20Flagrant%202%20of%202%20%287%20PTS%29,HOUOKC,0022301057,Jabari Smith Jr.,1631095,HOU,MAKE
1630581_Shot_16,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=376&GameID=0022301057&Season=2023-24&flag=1&title=Giddey%20Free%20Throw%201%20of%201%20%2811%20PTS%29,HOUOKC,0022301057,Josh Giddey,1630581,OKC,MAKE
1630581_Shot_19,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=400&GameID=0022301057&Season=2023-24&flag=1&title=Giddey%20Free%20Throw%201%20of%201%20%2816%20PTS%29,HOUOKC,0022301057,Josh Giddey,1630581,OKC,MAKE
1630581_Shot_21,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=415&GameID=0022301057&Season=2023-24&flag=1&title=Giddey%20Free%20Throw%20Technical%20%2819%20PTS%29,HOUOKC,0022301057,Josh Giddey,1630581,OKC,MAKE
1631095_Shot_12,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=416&GameID=0022301057&Season=2023-24&flag=1&title=Smith%20Jr.%20Free%20Throw%201%20of%202%20%288%20PTS%29,HOUOKC,0022301057,Jabari Smith Jr.,1631095,HOU,MAKE
1631095_Shot_13,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=417&GameID=0022301057&Season=2023-24&flag=1&title=Smith%20Jr.%20Free%20Throw%202%20of%202%20%289%20PTS%29,HOUOKC,0022301057,Jabari Smith Jr.,1631095,HOU,MAKE
1630224_Shot_15,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=425&GameID=0022301057&Season=2023-24&flag=1&title=Ja.%20Green%20Free%20Throw%201%20of%201%20%2821%20PTS%29,HOUOKC,0022301057,Jalen Green,1630224,HOU,MAKE
1628415_Shot_7,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=450&GameID=0022301057&Season=2023-24&flag=1&title=Brooks%20Free%20Throw%201%20of%202%20%287%20PTS%29,HOUOKC,0022301057,Dillon Brooks,1628415,HOU,MAKE
1628415_Shot_8,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=459&GameID=0022301057&Season=2023-24&flag=1&title=MISS%20Brooks%20Free%20Throw%202%20of%202,HOUOKC,0022301057,Dillon Brooks,1628415,HOU,MISS
1631114_Shot_14,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=534&GameID=0022301057&Season=2023-24&flag=1&title=Jal.%20Williams%20Free%20Throw%201%20of%202%20%2813%20PTS%29,HOUOKC,0022301057,Jalen Williams,1631114,OKC,MAKE
1631114_Shot_15,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=537&GameID=0022301057&Season=2023-24&flag=1&title=Jal.%20Williams%20Free%20Throw%202%20of%202%20%2814%20PTS%29,HOUOKC,0022301057,Jalen Williams,1631114,OKC,MAKE
1629111_Shot_6,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=545&GameID=0022301057&Season=2023-24&flag=1&title=Landale%20Free%20Throw%201%20of%202%20%285%20PTS%29,HOUOKC,0022301057,Jock Landale,1629111,HOU,MAKE
1629111_Shot_7,https://www.nba.com/stats/events?CFID=&CFPARAMS=&GameEventID=550&GameID=0022301057&Season=2023-24&flag=1&title=MISS%20Landale%20Free%20Throw%202%20of%202,HOUOKC,0022301057,Jock Landale,1629111,HOU,MISS
